title,ranking,year,duration,genre,rating,directors,votes
 Guerra de los sexos,"8,232.",(2000–2013),Desconhecido,,,,0.0
 Gunparade March,"8,234.",(2003– ),Desconhecido,,,"Yasuhiro Irie,Katsushi Sakurabi,Akira Ishida,Akemi Okamura,Akio Suyama,Shôto Kashii, Matsuo Asami,Katsushi Sakurabi,Akira Ishida,Akemi Okamura,Akio Suyama,Shôto Kashii, Ken'ichirô Watanabe,Katsushi Sakurabi,Akira Ishida,Akemi Okamura,Akio Suyama,Shôto Kashii",0.0
 Gunslinger Girl,"8,237.",(2003–2004),23 min,"Animation, Action, Drama",7.033333333333334,,107.0
 Hamburg Transit,"8,265.",(1970–1974),24 min,"Action, Adventure, Crime",6.40625,,99.0
 Harbor Command,"8,281.",(1957–1958),30 min,Action,6.557142857142857,,53.0
 Hard Time on Planet Earth,"8,320.",(1989),Desconhecido,,7.808333333333334,,157.0
 Hardball,"8,332.",(1989–1990),Desconhecido,"Action, Crime, Drama",6.466666666666668,,19.0
 Hardcastle and McCormick,"8,415.",(1983–1986),Desconhecido,"Action, Crime, Drama",7.336923076923076,,2159.0
 Harry O,"8,417.",(1973–1976),Desconhecido,"Action, Crime, Drama",7.675000000000001,,1880.0
 Harsh Realm,"8,466.",(1999–2000),Desconhecido,"Action, Drama, Mystery",7.4125,,643.0
 Hart to Hart,"8,469.",(1979–1984),60 min,"Action, Adventure, Crime",7.432407407407408,,11861.0
 Hawaii,"8,578.",(2004),Desconhecido,,8.2,,20.0
 Hawaiian Eye,"8,670.",(1959–1963),60 min,"Action, Adventure, Crime",7.368992248062015,,1819.0
 Hawaiian Heat,"8,719.",(1984),Desconhecido,"Action, Crime, Drama",,"Michael Vejar,Victoria Tarazi,Robert Ginty,Jeff McCracken,Tracy Scoggins,Branscombe Richmond,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Ivan Dixon,Victoria Tarazi,Robert Ginty,Jeff McCracken,Tracy Scoggins,Branscombe Richmond",0.0
 He-Man and the Masters of the Universe,"8,729.",(1983–1985),30 min,"Animation, Action, Adventure",7.260000000000001,,480.0
 HeliCops - Einsatz über Berlin,"8,735.",(1998–2001),47 min,"Action, Adventure, Crime",6.5,,92.0
 Hercules,"8,768.",(1998–1999),23 min,"Animation, Action, Adventure",8.194999999999999,,1400.0
 Hercules: The Legendary Journeys,"8,874.",(1995–1999),44 min,"Action, Adventure, Drama",6.811009174311926,,37156.0
 Heroic Mission,"8,918.",(1967– ),Desconhecido,,,,0.0
 High Mountain Rangers,"8,919.",(1987–1988),Desconhecido,"Action, Adventure",8.1,,80.0
 Highlander,"8,922.",(1992–1998),49 min,"Action, Adventure, Fantasy",7.624999999999999,,20620.0
 Highlander: The Raven,"9,041.",(1998–1999),47 min,"Action, Adventure, Crime",7.25909090909091,,936.0
 Highway Patrol,"9,078.",(1955–1959),30 min,"Action, Crime, Drama",7.837037037037037,,1695.0
 Hollywood Safari,"9,100.",(1998– ),Desconhecido,,,,0.0
 Homicide,"9,384.",(1964–1977),Desconhecido,"Action, Crime, Drama",6.3,"Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Anne Charleston, Bruce Ross-Smith,Ian Jones,Terry McDermott,John Fegan,Leonard Teale,Christine Calcutt, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Margaret Cruickshank, Bruce Ross-Smith,David Lee,Terry McDermott,John Fegan,Leonard Teale,Sonia Borg, Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,George Mallaby, Bruce Ross-Smith,David Lee,Terry McDermott,John Fegan,Leonard Teale,Jack Allan, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Carl Bleazby, Bruce Ross-Smith,Ian Jones,John Fegan,Leonard Teale,Les Dayman,Graeme Bent, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Helen Agland,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Sonia Borg, Alex Emanuel,David Lee,John Fegan,Leonard Teale,Lionel Long,George Mallaby, Alex Emanuel,George Miller,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Bruce Barry, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Robert Bruning, Ken Fitzgerald,Paul Jansen,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,Harold Hopkins, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Julianna Allan, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Lyndall Barbour, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Beatrice Aston, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Peter Armstrong, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Alexander Cann, Bruce Ross-Smith,Ian Jones,John Fegan,Leonard Teale,Les Dayman,John Armstrong, Bruce Ross-Smith,Andrew Swanson,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Dennis Clinton, Bruce Ross-Smith,Ian Jones,Terry McDermott,John Fegan,Leonard Teale,Kurt Beimel, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Barbara Brandon, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Bert Benney, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,John Armstrong, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,Queenie Ashton, Ken Fitzgerald,David Stevens,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Ian Boyce, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Chris Christensen,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Alf Potter,David Lee,John Fegan,Leonard Teale,Les Dayman,Roly Barlee, Alex Emanuel,Paul Eddey,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Barbara Brandon, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Roly Barlee, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,John Darcy, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Blaise Antony, Alex Emanuel,Ian Bennett,Bruce Ross-Smith,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Anne Charleston, Graeme Arthur,Darryl Sheen,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Peter Armstrong, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Liz Harris, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Carl Bleazby, Bruce Ross-Smith,Ian Jones,John Fegan,Terry McDermott,Lex Mitchell,Judith Arthy, Graeme Arthur,Ken Fitzgerald,David Stevens,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Graeme Arthur,Ian Bennett,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Ian Boyce, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Mal Carmont, Alex Emanuel,Paul Jansen,George Miller,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Kevin Colebrook, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Horst Bergfried, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Moira Farrow, Alf Potter,David Lee,Leonard Teale,John Fegan,Terry McDermott,Helen Agland, Bruce Ross-Smith,Ian Jones,Terry McDermott,John Fegan,Leonard Teale,Peter Armstrong, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,John Barnes, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,Alistair Duncan, Alex Emanuel,Gary Conway,John Fegan,Leonard Teale,Lionel Long,George Mallaby, Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,Betty Conabere, Alex Emanuel,Gary Conway,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,Hilary Bamberger, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Manuel Bugeja, Graeme Arthur,David Pulbrook,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Roger Diss, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,John Darcy, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Helen Agland, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Leila Blake, Bruce Ross-Smith,David Stevens,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,Ian Jones,John Fegan,Leonard Teale,Les Dayman,Carole-Ann Aylett, Alex Emanuel,Richard Franklin,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Tommy Dysart, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Ian Bennett,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,Ian Jones,Terry McDermott,John Fegan,Leonard Teale,Kirsty Child, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Peter Curtin, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Marcella Burgoyne, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Anne Charleston, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Carl Bleazby, Ken Fitzgerald,Peter Bray,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Lynne Flanagan, Ken Fitzgerald,David Lee,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Roy Day, Bruce Ross-Smith,Ian Bennett,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Graeme Arthur,Peter Bray,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Ray Angel, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Judith Arthy, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Margaret Cruickshank, Ken Fitzgerald,Andrew Swanson,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Graeme Arthur,David Stevens,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Blaise Antony, Alex Emanuel,Gary Conway,Alwyn Kurts,Leonard Teale,Lionel Long,George Mallaby, Igor Auzins,Gary Conway,Jon English,Kate Sheil,Charles 'Bud' Tingwell,Don Barker, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Carole-Ann Aylett, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,George Mallaby, Ken Fitzgerald,Richard Franklin,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Christine Calcutt, Alex Emanuel,Ian Jones,John Fegan,Leonard Teale,Les Dayman,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Dulcie Davenport, Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Helmut Bakaitis, Alex Emanuel,David Pulbrook,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Mark Albiston, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Lorraine Bayly, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Peter Adams, Alex Emanuel,Ian Bennett,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Alf Potter,David Lee,John Fegan,Leonard Teale,Les Dayman,Carl Bleazby, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Billie Hammerberg, Alex Emanuel,Paul Jansen,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Barbara Brandon, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Peter Aanensen, Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Roly Barlee, Alex Emanuel,Andrew Swanson,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Peter Aanensen, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Leonard Bullen, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Sonia Borg, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Robert Earle, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Terri Aldred, Bruce Ross-Smith,Peter Bray,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,Moira Carleton, Ken Fitzgerald,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Julie Costello, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Michael Cole, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Ivor Bromley, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Moira Carleton, Bill Catmull,Igor Auzins,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Alex Emanuel,David Pulbrook,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,David Ansell, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Earl Francis, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,John Darcy, Alex Emanuel,Gary Conway,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,Terry McDermott,John Fegan,Leonard Teale,Betty Bobbitt, Alex Emanuel,José Luis Bayonas,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Ken Fitzgerald,Gary Conway,Alwyn Kurts,Leonard Teale,Lionel Long,George Mallaby, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Julie Day, Alex Emanuel,Ian Jones,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Alex Emanuel,Gary Conway,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,Ian Jones,John Fegan,Leonard Teale,Les Dayman,Robin Cuming, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Peter Aanensen, Athol Charlwood,Andrew Swanson,John Fegan,Leonard Teale,Les Dayman,Pamela Borain, Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,Ken Goodlet, Athol Charlwood,David Lee,John Fegan,Leonard Teale,Les Dayman,Keith Birney, Alex Emanuel,Andrew Swanson,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Alf Potter,David Lee,John Fegan,Leonard Teale,Les Dayman,John Bassett, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Elspeth Ballantyne, Alex Emanuel,Ian Jones,David Lee,Alwyn Kurts,Leonard Teale,Norman Yemm,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Les Berryman, Alex Emanuel,David Lee,Alwyn Kurts,Leonard Teale,Lionel Long,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Carl Bleazby,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Bruce Ross-Smith,David Lee,Leonard Teale,John Fegan,Terry McDermott,Don Crosby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Kurt Beimel, Bruce Ross-Smith,David Pulbrook,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Ray Angel, Bruce Ross-Smith,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Graeme Bent, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Aileen Britton, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Don Barker,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Athol Charlwood,Gary Conway,John Fegan,Leonard Teale,Les Dayman,Blaise Antony, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Elliott Cairnes, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,Beverley Dunn, Bruce Ross-Smith,David Lee,John Fegan,Leonard Teale,Les Dayman,Dorothy Bradley, Alf Potter,Ian Jones,Lex Mitchell,John Fegan,Terry McDermott,Roly Barlee, Bill Catmull,David Stevens,Alwyn Kurts,Leonard Teale,Michael Preston,George Mallaby, Alex Emanuel,David Lee,John Fegan,Leonard Teale,Les Dayman,George Mallaby, Bruce Ross-Smith,Ian Jones,Leonard Teale,John Fegan,Terry McDermott,John Burls, David Stevens,Ian Bennett,Charles 'Bud' Tingwell,George Mallaby,John Stanton,Gary Day",7.0
 Honey West,"9,628.",(1965–1966),25 min,"Action, Crime, Drama",7.0,,541.0
 Hot Wheels Highway 35 World Race,572.,(2003–2006),60 min,"Animation, Action, Sci-Fi",7.2,"Andrew Duncan,Gino Nichele,Kathleen Barr,Lisa Ann Beley,Dexter Bell,Michael Donovan",82.0
 Houston Knights,56.,(1987–1988),60 min,"Action, Crime, Drama",8.2,"Richard Lang,Gary Nelson,Michael Paré,Michael Beck,Leigh Taylor-Young,John Hancock",98.0
 Hunter,79.,(1984–1991),60 min,"Action, Crime, Drama",7.7,,67.0
 Interpol,235.,(1963–1967),60 min,"Action, Crime, Thriller",9.175,,74.0
 JAG,185.,(1995–2005),60 min,"Action, Crime, Drama",7.8,,616.0
 Jericho,579.,(2006–2008),39 min,"Action, Drama, Mystery",7.8,,1234.0
 Jets - Leben am Limit,136.,(1999– ),Desconhecido,,3.6,"Michael Kennedy,Stefan Klisch,Klaus Witting,Jim Boeven,Andreas Elsholz,Frank Jordan,Gunther Gillian",101.0
 Kobra. Antiterror,552.,(2003– ),Desconhecido,,6.4,"Igor Apasyan,Oleg Fesenko,Louis Per Bruno,Konstantin Kotlyarov,Armands Neylands-Yaunzems,Yuriy Petrov",13.0
 Kommissar Rex,499.,(1994–2004),Desconhecido,"Action, Crime, Mystery",7.6,,273.0
 L'homme d'Amsterdam,"9,626.",(1976),56 min,Action,,"John van de Rest,Victor Vicas,Pierre Vaneck,Josine van Dalsum,Maxim Hamel,Pim Dikkers, John van de Rest,Victor Vicas,Pierre Vaneck,Maxim Hamel,Josine van Dalsum,Steye van Brandenberg",0.0
 La Femme Nikita,482.,(1997–2001),45 min,"Action, Crime, Drama",7.666666666666667,,351.0
 Larry Boy: The Cartoon Adventures,258.,(2002–2003),30 min,"Animation, Action, Adventure",7.050000000000001,"Larry Whitaker,Tom Bancroft,Tom Bancroft,Shari Belgeau,Marc Graue,Lee Marshall, Larry Whitaker,Tom Bancroft,Shari Belgeau,Marc Graue,Lee Marshall,Mike Nawrocki",212.0
 Le gorille,"8,196.",(1990–1992),82 min,"Action, Comedy, Thriller",,,0.0
